event_id,customer_id,event_date,event_type,points_change,points_balance,tier,campaign_id,description
LOY00001669,CUST002803,2023-11-17,Birthday Bonus,416,287,Bronze,,Event: Birthday Bonus
LOY00001232,CUST002805,2024-05-30,Points Earned,178,178,Bronze,,Event: Points Earned
LOY00001844,CUST002806,2022-11-13,Points Redeemed,-436,-436,Bronze,,Event: Points Redeemed
LOY00013163,CUST002806,2024-09-02,Points Earned,356,-80,Silver,CAMP008,Event: Points Earned
LOY00000340,CUST002807,2022-09-11,Points Earned,395,395,Silver,CAMP013,Event: Points Earned
LOY00004547,CUST002807,2023-10-27,Bonus Points,259,654,Silver,CAMP015,Event: Bonus Points
LOY00001876,CUST002807,2024-02-02,Points Earned,110,764,Bronze,CAMP008,Event: Points Earned
LOY00005039,CUST002808,2023-07-25,Points Redeemed,-966,-966,Silver,,Event: Points Redeemed
LOY00011263,CUST002808,2023-08-23,Points Earned,275,-691,Bronze,,Event: Points Earned
LOY00012325,CUST002809,2022-10-02,Points Redeemed,-755,-755,Bronze,CAMP015,Event: Points Redeemed
LOY00003630,CUST002809,2023-11-01,Points Redeemed,-420,-1175,Gold,CAMP008,Event: Points Redeemed
LOY00001392,CUST002809,2024-11-04,Tier Upgraded,0,-1175,Gold,CAMP001,Event: Tier Upgraded
LOY00007455,CUST002810,2022-07-23,Points Redeemed,-837,-837,Gold,,Event: Points Redeemed
LOY00005660,CUST002810,2022-12-12,Points Earned,353,-484,Bronze,CAMP016,Event: Points Earned
LOY00003452,CUST002810,2024-06-03,Points Earned,450,-34,Bronze,,Event: Points Earned
LOY00006106,CUST002811,2022-03-02,Points Earned,414,414,Gold,CAMP015,Event: Points Earned
LOY00009618,CUST002811,2022-08-17,Points Earned,207,621,Bronze,CAMP013,Event: Points Earned
LOY00011021,CUST002811,2022-09-02,Points Earned,485,1106,Bronze,,Event: Points Earned
LOY00003488,CUST002811,2024-01-22,Points Redeemed,-299,807,Gold,CAMP003,Event: Points Redeemed
LOY00004494,CUST002812,2022-05-29,Points Earned,328,328,Silver,CAMP007,Event: Points Earned
LOY00002567,CUST002812,2024-06-07,Points Earned,116,444,Silver,CAMP015,Event: Points Earned
LOY00002357,CUST002812,2024-06-28,Points Earned,201,645,Silver,CAMP013,Event: Points Earned
LOY00004871,CUST002812,2024-08-08,Points Redeemed,-492,153,Bronze,CAMP005,Event: Points Redeemed
LOY00007707,CUST002813,2024-10-06,Birthday Bonus,121,121,Bronze,,Event: Birthday Bonus
LOY00007007,CUST002813,2024-10-09,Points Earned,434,555,Silver,CAMP014,Event: Points Earned
LOY00005992,CUST002814,2022-10-21,Points Redeemed,-399,-399,Gold,CAMP001,Event: Points Redeemed
LOY00006718,CUST002814,2023-05-21,Points Earned,20,-379,Silver,CAMP016,Event: Points Earned
LOY00004019,CUST002814,2023-08-03,Tier Downgraded,0,-379,Silver,,Event: Tier Downgraded
LOY00008255,CUST002815,2023-08-30,Points Redeemed,-876,-876,Bronze,,Event: Points Redeemed
LOY00014174,CUST002815,2024-05-07,Welcome Bonus,442,-434,Gold,CAMP013,Event: Welcome Bonus
LOY00013996,CUST002816,2022-01-03,Tier Downgraded,0,0,Bronze,CAMP002,Event: Tier Downgraded
LOY00011834,CUST002816,2022-12-23,Points Redeemed,-178,-178,Bronze,CAMP002,Event: Points Redeemed
LOY00012946,CUST002816,2024-11-29,Points Earned,37,-141,Gold,CAMP007,Event: Points Earned
LOY00013357,CUST002817,2022-02-06,Points Earned,158,158,Gold,,Event: Points Earned
LOY00001260,CUST002817,2022-02-13,Bonus Points,353,511,Bronze,CAMP018,Event: Bonus Points
LOY00000452,CUST002817,2023-03-01,Points Redeemed,-402,109,Gold,CAMP013,Event: Points Redeemed
LOY00008033,CUST002817,2023-04-26,Points Earned,229,338,Silver,,Event: Points Earned
LOY00012793,CUST002818,2023-03-04,Bonus Points,484,484,Silver,,Event: Bonus Points
LOY00010466,CUST002818,2024-10-11,Birthday Bonus,242,726,Bronze,,Event: Birthday Bonus
LOY00009487,CUST002818,2024-11-19,Tier Downgraded,0,726,Silver,CAMP001,Event: Tier Downgraded
LOY00010556,CUST002819,2024-07-04,Bonus Points,238,238,Silver,,Event: Bonus Points
LOY00000913,CUST002820,2022-01-26,Points Redeemed,-873,-873,Gold,,Event: Points Redeemed
LOY00003867,CUST002820,2022-09-05,Birthday Bonus,21,-852,Gold,,Event: Birthday Bonus
LOY00008309,CUST002820,2023-02-25,Points Earned,418,-434,Gold,CAMP014,Event: Points Earned
LOY00009976,CUST002821,2022-03-30,Welcome Bonus,273,273,Silver,CAMP007,Event: Welcome Bonus
LOY00008811,CUST002821,2022-06-29,Points Earned,286,559,Bronze,,Event: Points Earned
LOY00007849,CUST002821,2023-06-16,Bonus Points,393,952,Gold,,Event: Bonus Points
LOY00007347,CUST002821,2023-06-18,Points Earned,111,1063,Silver,,Event: Points Earned
LOY00003534,CUST002821,2024-03-25,Points Earned,426,1489,Bronze,,Event: Points Earned
LOY00004308,CUST002822,2022-06-17,Referral Bonus,181,181,Bronze,,Event: Referral Bonus
LOY00005478,CUST002823,2023-04-16,Points Earned,457,457,Silver,,Event: Points Earned
LOY00014975,CUST002823,2024-02-22,Points Earned,295,752,Silver,CAMP001,Event: Points Earned
LOY00003417,CUST002823,2024-05-21,Points Redeemed,-78,674,Silver,,Event: Points Redeemed
LOY00013756,CUST002824,2022-04-15,Points Redeemed,-923,-923,Bronze,CAMP016,Event: Points Redeemed
LOY00008436,CUST002824,2022-11-11,Bonus Points,457,-466,Silver,CAMP009,Event: Bonus Points
LOY00008601,CUST002824,2023-08-29,Points Earned,350,-116,Bronze,,Event: Points Earned
LOY00000482,CUST002824,2024-02-18,Points Redeemed,-285,-401,Bronze,,Event: Points Redeemed
LOY00007041,CUST002824,2024-11-14,Bonus Points,354,-47,Silver,CAMP007,Event: Bonus Points
LOY00007756,CUST002825,2022-10-19,Points Earned,199,199,Silver,CAMP005,Event: Points Earned
LOY00007428,CUST002826,2022-03-08,Points Earned,418,418,Gold,CAMP008,Event: Points Earned
LOY00008372,CUST002826,2023-06-25,Points Earned,227,645,Silver,,Event: Points Earned
LOY00012749,CUST002827,2022-10-03,Points Earned,356,356,Bronze,,Event: Points Earned
LOY00012340,CUST002827,2023-02-22,Points Earned,260,616,Gold,,Event: Points Earned
LOY00006934,CUST002827,2024-01-20,Points Earned,13,629,Bronze,CAMP020,Event: Points Earned
LOY00009783,CUST002827,2024-06-10,Points Earned,376,1005,Silver,CAMP008,Event: Points Earned
LOY00000825,CUST002828,2022-03-30,Points Earned,142,142,Silver,,Event: Points Earned
LOY00004289,CUST002828,2023-06-27,Welcome Bonus,452,594,Bronze,,Event: Welcome Bonus
LOY00000836,CUST002828,2024-01-13,Points Earned,200,794,Silver,CAMP013,Event: Points Earned
LOY00003874,CUST002828,2024-11-14,Points Earned,479,1273,Gold,CAMP018,Event: Points Earned
LOY00006937,CUST002829,2024-12-28,Points Redeemed,-692,-692,Platinum,,Event: Points Redeemed
LOY00001263,CUST002830,2022-11-30,Points Redeemed,-340,-340,Platinum,,Event: Points Redeemed
LOY00007970,CUST002830,2023-05-28,Points Earned,33,-307,Silver,,Event: Points Earned
LOY00011303,CUST002830,2023-06-15,Points Earned,427,120,Silver,CAMP011,Event: Points Earned
LOY00004588,CUST002830,2024-03-14,Points Redeemed,-530,-410,Bronze,,Event: Points Redeemed
LOY00009766,CUST002831,2022-05-03,Points Redeemed,-169,-169,Bronze,,Event: Points Redeemed
LOY00005890,CUST002831,2022-06-13,Points Earned,255,86,Silver,CAMP003,Event: Points Earned
LOY00007047,CUST002831,2024-06-19,Points Redeemed,-728,-642,Bronze,CAMP011,Event: Points Redeemed
LOY00003536,CUST002832,2022-05-09,Points Earned,86,86,Silver,,Event: Points Earned
LOY00004902,CUST002832,2024-03-28,Points Earned,123,209,Bronze,CAMP017,Event: Points Earned
LOY00000300,CUST002833,2023-10-16,Points Earned,280,280,Bronze,CAMP012,Event: Points Earned
LOY00011320,CUST002833,2024-01-31,Birthday Bonus,433,713,Silver,,Event: Birthday Bonus
LOY00001195,CUST002833,2024-04-22,Points Redeemed,-303,410,Silver,CAMP019,Event: Points Redeemed
LOY00012091,CUST002833,2024-06-04,Points Earned,498,908,Gold,CAMP018,Event: Points Earned
LOY00010311,CUST002833,2024-12-27,Points Earned,157,1065,Bronze,,Event: Points Earned
LOY00007220,CUST002834,2022-01-20,Points Redeemed,-692,-692,Silver,,Event: Points Redeemed
LOY00012734,CUST002834,2022-07-27,Points Earned,297,-395,Gold,,Event: Points Earned
LOY00012632,CUST002834,2023-11-29,Points Redeemed,-869,-1264,Bronze,,Event: Points Redeemed
LOY00005592,CUST002835,2024-12-14,Birthday Bonus,134,134,Silver,CAMP011,Event: Birthday Bonus
LOY00000502,CUST002836,2023-06-28,Points Earned,180,180,Gold,,Event: Points Earned
LOY00007210,CUST002836,2024-03-23,Points Earned,201,381,Gold,CAMP018,Event: Points Earned
LOY00000075,CUST002837,2022-01-23,Points Earned,413,413,Bronze,,Event: Points Earned
LOY00000631,CUST002837,2023-03-23,Points Earned,86,499,Gold,CAMP009,Event: Points Earned
LOY00007193,CUST002837,2024-12-09,Tier Downgraded,0,499,Silver,CAMP012,Event: Tier Downgraded
LOY00005283,CUST002838,2024-02-12,Points Earned,276,276,Bronze,CAMP016,Event: Points Earned
LOY00004399,CUST002839,2023-02-13,Points Earned,477,477,Gold,CAMP009,Event: Points Earned
LOY00002679,CUST002839,2023-10-28,Points Redeemed,-892,-415,Bronze,,Event: Points Redeemed
LOY00013665,CUST002839,2023-10-30,Points Redeemed,-977,-1392,Bronze,CAMP001,Event: Points Redeemed
LOY00002638,CUST002840,2022-10-09,Points Earned,33,33,Silver,,Event: Points Earned
LOY00011478,CUST002840,2024-04-15,Referral Bonus,350,383,Gold,CAMP017,Event: Referral Bonus
LOY00008455,CUST002840,2024-07-01,Points Earned,437,820,Silver,,Event: Points Earned
LOY00014368,CUST002840,2024-11-21,Points Earned,302,1122,Gold,CAMP003,Event: Points Earned
LOY00013652,CUST002841,2022-05-07,Birthday Bonus,401,401,Silver,,Event: Birthday Bonus
LOY00012976,CUST002841,2023-01-16,Birthday Bonus,156,557,Silver,CAMP007,Event: Birthday Bonus
LOY00009267,CUST002841,2023-06-21,Referral Bonus,153,710,Bronze,,Event: Referral Bonus
LOY00014610,CUST002841,2023-09-02,Points Redeemed,-998,-288,Bronze,CAMP008,Event: Points Redeemed
LOY00005825,CUST002841,2024-07-07,Points Earned,311,23,Gold,CAMP007,Event: Points Earned
LOY00008645,CUST002841,2024-08-12,Points Redeemed,-90,-67,Gold,CAMP004,Event: Points Redeemed
LOY00014267,CUST002841,2024-11-03,Points Earned,315,248,Bronze,CAMP012,Event: Points Earned
LOY00006014,CUST002842,2023-07-17,Points Earned,477,477,Silver,CAMP016,Event: Points Earned
LOY00010710,CUST002842,2024-05-02,Points Redeemed,-432,45,Gold,,Event: Points Redeemed
LOY00014318,CUST002843,2022-01-08,Birthday Bonus,356,356,Bronze,,Event: Birthday Bonus
LOY00002793,CUST002843,2022-04-08,Points Earned,216,572,Bronze,,Event: Points Earned
LOY00013144,CUST002843,2022-10-29,Points Earned,218,790,Platinum,,Event: Points Earned
LOY00004283,CUST002843,2023-05-04,Tier Upgraded,0,790,Bronze,,Event: Tier Upgraded
LOY00007433,CUST002843,2024-05-07,Points Redeemed,-550,240,Silver,,Event: Points Redeemed
LOY00005250,CUST002843,2024-11-04,Points Redeemed,-713,-473,Bronze,CAMP006,Event: Points Redeemed
LOY00002036,CUST002845,2022-06-23,Tier Upgraded,0,0,Bronze,,Event: Tier Upgraded
LOY00007812,CUST002845,2022-07-10,Tier Upgraded,0,0,Gold,CAMP003,Event: Tier Upgraded
LOY00012109,CUST002845,2023-05-04,Points Earned,160,160,Bronze,CAMP004,Event: Points Earned
LOY00004851,CUST002846,2022-02-16,Points Earned,277,277,Silver,,Event: Points Earned
LOY00002981,CUST002846,2022-08-26,Points Redeemed,-554,-277,Gold,,Event: Points Redeemed
LOY00008736,CUST002847,2024-06-22,Bonus Points,413,413,Bronze,CAMP004,Event: Bonus Points
LOY00010153,CUST002848,2022-05-19,Points Redeemed,-206,-206,Silver,CAMP006,Event: Points Redeemed
LOY00003640,CUST002848,2022-10-10,Birthday Bonus,56,-150,Gold,CAMP001,Event: Birthday Bonus
LOY00013195,CUST002848,2024-04-09,Tier Upgraded,0,-150,Bronze,,Event: Tier Upgraded
LOY00000614,CUST002848,2024-06-17,Points Earned,56,-94,Bronze,CAMP008,Event: Points Earned
LOY00003980,CUST002849,2022-02-11,Points Redeemed,-685,-685,Bronze,CAMP019,Event: Points Redeemed
LOY00002684,CUST002849,2022-07-10,Referral Bonus,230,-455,Silver,CAMP002,Event: Referral Bonus
LOY00011727,CUST002849,2022-09-06,Points Earned,448,-7,Bronze,,Event: Points Earned
LOY00013732,CUST002849,2022-11-02,Points Earned,331,324,Silver,CAMP015,Event: Points Earned
LOY00010531,CUST002849,2023-01-23,Points Earned,308,632,Silver,CAMP019,Event: Points Earned
LOY00006965,CUST002849,2023-06-01,Points Earned,462,1094,Bronze,CAMP014,Event: Points Earned
LOY00000069,CUST002849,2023-06-09,Points Earned,299,1393,Silver,,Event: Points Earned
LOY00005403,CUST002850,2023-07-20,Bonus Points,362,362,Bronze,,Event: Bonus Points
LOY00011756,CUST002851,2022-09-19,Points Earned,238,238,Silver,CAMP007,Event: Points Earned
LOY00014920,CUST002851,2023-05-24,Points Redeemed,-325,-87,Gold,CAMP013,Event: Points Redeemed
LOY00011178,CUST002852,2022-01-07,Birthday Bonus,423,423,Silver,CAMP011,Event: Birthday Bonus
LOY00006848,CUST002852,2022-03-03,Points Redeemed,-951,-528,Silver,CAMP012,Event: Points Redeemed
LOY00013879,CUST002852,2022-09-06,Welcome Bonus,486,-42,Silver,CAMP020,Event: Welcome Bonus
LOY00002882,CUST002852,2023-07-11,Tier Upgraded,0,-42,Gold,CAMP015,Event: Tier Upgraded
LOY00002796,CUST002852,2024-10-08,Birthday Bonus,280,238,Bronze,,Event: Birthday Bonus
LOY00000850,CUST002853,2024-07-28,Bonus Points,222,222,Silver,,Event: Bonus Points
LOY00011042,CUST002853,2024-09-02,Points Earned,279,501,Silver,CAMP007,Event: Points Earned
LOY00001115,CUST002853,2024-09-21,Points Earned,139,640,Platinum,,Event: Points Earned
LOY00011783,CUST002854,2022-06-30,Bonus Points,64,64,Bronze,,Event: Bonus Points
LOY00003766,CUST002854,2024-12-10,Bonus Points,468,532,Silver,,Event: Bonus Points
LOY00014126,CUST002855,2022-02-12,Points Earned,220,220,Bronze,CAMP002,Event: Points Earned
LOY00000697,CUST002855,2022-06-08,Points Earned,169,389,Silver,CAMP004,Event: Points Earned
LOY00012990,CUST002855,2023-06-20,Points Earned,411,800,Bronze,,Event: Points Earned
LOY00003274,CUST002855,2023-11-22,Points Earned,94,894,Gold,,Event: Points Earned
LOY00009135,CUST002856,2023-02-01,Points Earned,324,324,Platinum,CAMP015,Event: Points Earned
LOY00005127,CUST002856,2023-10-12,Bonus Points,370,694,Bronze,,Event: Bonus Points
LOY00011833,CUST002856,2023-11-17,Points Earned,421,1115,Silver,,Event: Points Earned
LOY00013111,CUST002856,2024-03-03,Points Redeemed,-365,750,Bronze,,Event: Points Redeemed
LOY00000256,CUST002857,2022-07-02,Points Earned,191,191,Silver,CAMP020,Event: Points Earned
LOY00003483,CUST002857,2023-10-01,Points Earned,401,592,Platinum,CAMP011,Event: Points Earned
LOY00007522,CUST002857,2024-12-31,Bonus Points,18,610,Bronze,CAMP009,Event: Bonus Points
LOY00000802,CUST002859,2024-03-24,Points Redeemed,-227,-227,Bronze,,Event: Points Redeemed
LOY00007724,CUST002859,2024-08-28,Bonus Points,42,-185,Gold,CAMP004,Event: Bonus Points
LOY00004558,CUST002859,2024-09-10,Bonus Points,59,-126,Gold,CAMP004,Event: Bonus Points
LOY00003171,CUST002859,2024-12-08,Points Redeemed,-362,-488,Gold,CAMP015,Event: Points Redeemed
LOY00012585,CUST002860,2022-03-21,Points Redeemed,-931,-931,Bronze,CAMP015,Event: Points Redeemed
LOY00011869,CUST002860,2022-12-01,Points Redeemed,-587,-1518,Bronze,,Event: Points Redeemed
LOY00007114,CUST002860,2022-12-02,Points Earned,61,-1457,Gold,,Event: Points Earned
LOY00008680,CUST002860,2024-12-11,Points Earned,55,-1402,Silver,CAMP011,Event: Points Earned
LOY00013957,CUST002861,2022-01-10,Points Earned,500,500,Platinum,CAMP009,Event: Points Earned
LOY00006017,CUST002861,2022-06-04,Points Redeemed,-917,-417,Gold,CAMP001,Event: Points Redeemed
LOY00013084,CUST002862,2022-05-04,Birthday Bonus,335,335,Silver,CAMP004,Event: Birthday Bonus
LOY00005760,CUST002862,2024-06-04,Bonus Points,44,379,Gold,CAMP009,Event: Bonus Points
LOY00006904,CUST002863,2022-09-12,Points Redeemed,-342,-342,Gold,,Event: Points Redeemed
LOY00004250,CUST002863,2022-09-22,Points Earned,30,-312,Gold,,Event: Points Earned
LOY00005257,CUST002864,2022-02-09,Points Earned,251,251,Gold,,Event: Points Earned
LOY00001474,CUST002864,2023-02-06,Points Redeemed,-233,18,Silver,CAMP012,Event: Points Redeemed
LOY00000967,CUST002864,2024-10-31,Points Earned,294,312,Silver,,Event: Points Earned
LOY00003953,CUST002865,2023-12-25,Points Earned,153,153,Silver,CAMP005,Event: Points Earned
LOY00003002,CUST002865,2024-11-21,Points Earned,338,491,Bronze,CAMP004,Event: Points Earned
LOY00000593,CUST002866,2022-05-20,Welcome Bonus,152,152,Bronze,,Event: Welcome Bonus
LOY00006675,CUST002867,2023-05-15,Points Earned,290,290,Bronze,,Event: Points Earned
LOY00012292,CUST002867,2024-04-15,Birthday Bonus,179,469,Bronze,,Event: Birthday Bonus
LOY00001452,CUST002868,2022-02-08,Referral Bonus,392,392,Silver,CAMP008,Event: Referral Bonus
LOY00000618,CUST002868,2022-11-05,Birthday Bonus,358,750,Bronze,,Event: Birthday Bonus
LOY00009353,CUST002868,2024-12-26,Points Earned,280,1030,Silver,,Event: Points Earned
LOY00002426,CUST002870,2022-05-18,Referral Bonus,95,95,Gold,CAMP018,Event: Referral Bonus
LOY00009464,CUST002870,2023-01-08,Points Earned,92,187,Silver,,Event: Points Earned
LOY00013823,CUST002870,2023-05-25,Points Earned,77,264,Bronze,,Event: Points Earned
LOY00000210,CUST002871,2022-01-10,Referral Bonus,383,383,Gold,,Event: Referral Bonus
LOY00009676,CUST002871,2023-02-23,Bonus Points,185,568,Bronze,,Event: Bonus Points
LOY00010509,CUST002872,2022-02-24,Points Earned,239,239,Silver,CAMP015,Event: Points Earned
LOY00002307,CUST002872,2023-05-23,Points Earned,457,696,Silver,CAMP003,Event: Points Earned
LOY00003570,CUST002873,2022-04-14,Points Redeemed,-881,-881,Silver,,Event: Points Redeemed
LOY00003369,CUST002873,2022-10-13,Bonus Points,483,-398,Silver,CAMP015,Event: Bonus Points
LOY00002680,CUST002873,2023-02-05,Points Earned,437,39,Bronze,CAMP016,Event: Points Earned
LOY00002621,CUST002873,2024-08-13,Points Earned,97,136,Silver,CAMP001,Event: Points Earned
LOY00007580,CUST002874,2023-02-06,Bonus Points,52,52,Bronze,,Event: Bonus Points
LOY00011638,CUST002874,2023-05-27,Bonus Points,342,394,Silver,CAMP005,Event: Bonus Points
LOY00006275,CUST002874,2024-02-25,Points Redeemed,-58,336,Gold,,Event: Points Redeemed
LOY00007018,CUST002874,2024-06-18,Points Earned,168,504,Bronze,,Event: Points Earned
LOY00007889,CUST002875,2022-08-13,Bonus Points,120,120,Gold,,Event: Bonus Points
LOY00004189,CUST002875,2023-06-03,Points Earned,237,357,Silver,CAMP019,Event: Points Earned
LOY00014775,CUST002875,2023-06-12,Tier Downgraded,0,357,Silver,CAMP004,Event: Tier Downgraded
LOY00014639,CUST002875,2023-11-28,Points Earned,319,676,Bronze,,Event: Points Earned
LOY00009063,CUST002875,2024-10-26,Points Redeemed,-220,456,Silver,,Event: Points Redeemed
LOY00009139,CUST002877,2023-11-05,Points Redeemed,-598,-598,Bronze,,Event: Points Redeemed
LOY00009539,CUST002878,2023-02-08,Points Earned,114,114,Silver,,Event: Points Earned
LOY00005167,CUST002878,2024-04-06,Referral Bonus,337,451,Bronze,CAMP013,Event: Referral Bonus
LOY00004252,CUST002879,2022-01-05,Points Earned,98,98,Gold,CAMP002,Event: Points Earned
LOY00000866,CUST002879,2022-03-16,Referral Bonus,210,308,Gold,CAMP002,Event: Referral Bonus
LOY00004475,CUST002879,2023-06-07,Points Earned,262,570,Bronze,,Event: Points Earned
LOY00008445,CUST002879,2023-10-03,Points Redeemed,-912,-342,Bronze,CAMP001,Event: Points Redeemed
LOY00007146,CUST002880,2022-05-02,Points Redeemed,-733,-733,Gold,,Event: Points Redeemed
LOY00011550,CUST002880,2022-07-13,Points Earned,124,-609,Bronze,,Event: Points Earned
LOY00010976,CUST002880,2022-09-17,Points Earned,320,-289,Silver,CAMP007,Event: Points Earned
LOY00009965,CUST002880,2022-10-21,Points Redeemed,-77,-366,Bronze,CAMP005,Event: Points Redeemed
LOY00002059,CUST002880,2023-07-10,Points Redeemed,-94,-460,Bronze,CAMP015,Event: Points Redeemed
LOY00004940,CUST002880,2024-01-10,Tier Downgraded,0,-460,Bronze,,Event: Tier Downgraded
LOY00014088,CUST002880,2024-02-24,Points Earned,295,-165,Silver,,Event: Points Earned
LOY00005942,CUST002880,2024-02-26,Points Redeemed,-515,-680,Bronze,CAMP001,Event: Points Redeemed
LOY00003351,CUST002881,2022-08-26,Bonus Points,415,415,Silver,,Event: Bonus Points
LOY00006166,CUST002881,2022-10-15,Points Earned,216,631,Platinum,CAMP012,Event: Points Earned
LOY00007282,CUST002881,2023-04-15,Points Redeemed,-739,-108,Bronze,CAMP018,Event: Points Redeemed
LOY00011973,CUST002882,2022-02-28,Points Earned,24,24,Silver,,Event: Points Earned
LOY00006296,CUST002882,2022-04-17,Tier Upgraded,0,24,Silver,,Event: Tier Upgraded
LOY00012256,CUST002882,2022-07-23,Bonus Points,111,135,Gold,CAMP001,Event: Bonus Points
LOY00000326,CUST002882,2023-01-22,Bonus Points,436,571,Bronze,,Event: Bonus Points
LOY00011185,CUST002882,2024-05-14,Bonus Points,279,850,Gold,CAMP011,Event: Bonus Points
LOY00001493,CUST002882,2024-05-30,Points Earned,179,1029,Bronze,,Event: Points Earned
LOY00001415,CUST002883,2022-01-07,Referral Bonus,247,247,Bronze,,Event: Referral Bonus
LOY00012656,CUST002883,2023-10-26,Points Earned,377,624,Gold,,Event: Points Earned
LOY00010871,CUST002883,2024-05-09,Points Earned,409,1033,Silver,,Event: Points Earned
LOY00011744,CUST002883,2024-07-07,Points Earned,473,1506,Silver,CAMP006,Event: Points Earned
LOY00003146,CUST002884,2023-01-20,Tier Downgraded,0,0,Gold,CAMP006,Event: Tier Downgraded
LOY00001651,CUST002884,2024-06-20,Points Redeemed,-721,-721,Gold,,Event: Points Redeemed
LOY00006740,CUST002885,2022-03-22,Points Earned,58,58,Silver,CAMP014,Event: Points Earned
LOY00010734,CUST002885,2022-07-04,Points Earned,51,109,Gold,,Event: Points Earned
LOY00009013,CUST002885,2024-05-25,Points Earned,60,169,Silver,CAMP010,Event: Points Earned
LOY00009920,CUST002886,2023-02-16,Points Redeemed,-672,-672,Bronze,CAMP015,Event: Points Redeemed
LOY00012972,CUST002886,2023-10-29,Bonus Points,446,-226,Silver,,Event: Bonus Points
LOY00006669,CUST002886,2024-07-14,Points Redeemed,-499,-725,Bronze,CAMP006,Event: Points Redeemed
LOY00007947,CUST002887,2023-11-22,Bonus Points,284,284,Silver,,Event: Bonus Points
LOY00001183,CUST002887,2024-02-01,Bonus Points,430,714,Silver,,Event: Bonus Points
LOY00005830,CUST002887,2024-11-26,Points Earned,427,1141,Platinum,,Event: Points Earned
LOY00011929,CUST002888,2023-07-16,Points Redeemed,-147,-147,Platinum,,Event: Points Redeemed
LOY00004398,CUST002888,2024-03-03,Tier Upgraded,0,-147,Bronze,CAMP004,Event: Tier Upgraded
LOY00009113,CUST002888,2024-04-03,Points Earned,17,-130,Gold,CAMP013,Event: Points Earned
LOY00008093,CUST002888,2024-04-29,Points Earned,184,54,Bronze,,Event: Points Earned
LOY00012892,CUST002888,2024-08-31,Points Earned,299,353,Bronze,,Event: Points Earned
LOY00008955,CUST002889,2022-04-18,Points Redeemed,-52,-52,Platinum,,Event: Points Redeemed
LOY00006650,CUST002889,2022-07-31,Referral Bonus,425,373,Silver,,Event: Referral Bonus
LOY00000255,CUST002889,2023-02-13,Points Redeemed,-628,-255,Bronze,CAMP007,Event: Points Redeemed
LOY00011852,CUST002889,2024-07-12,Bonus Points,307,52,Silver,,Event: Bonus Points
LOY00009383,CUST002889,2024-10-06,Points Earned,258,310,Silver,,Event: Points Earned
LOY00000016,CUST002890,2022-03-22,Welcome Bonus,32,32,Platinum,,Event: Welcome Bonus
LOY00009732,CUST002890,2022-11-11,Referral Bonus,76,108,Bronze,,Event: Referral Bonus
LOY00004911,CUST002890,2023-04-15,Points Redeemed,-115,-7,Gold,CAMP013,Event: Points Redeemed
LOY00000554,CUST002890,2024-01-13,Points Earned,306,299,Silver,,Event: Points Earned
LOY00008539,CUST002890,2024-01-29,Points Earned,282,581,Silver,,Event: Points Earned
LOY00003304,CUST002891,2022-02-17,Points Redeemed,-788,-788,Bronze,CAMP013,Event: Points Redeemed
LOY00014203,CUST002892,2023-07-10,Points Redeemed,-560,-560,Bronze,CAMP007,Event: Points Redeemed
LOY00007207,CUST002892,2023-12-08,Bonus Points,257,-303,Bronze,CAMP007,Event: Bonus Points
LOY00008019,CUST002892,2024-06-27,Points Redeemed,-647,-950,Bronze,CAMP002,Event: Points Redeemed
LOY00001934,CUST002892,2024-07-08,Points Earned,26,-924,Bronze,,Event: Points Earned
LOY00008095,CUST002893,2022-04-25,Birthday Bonus,338,338,Silver,,Event: Birthday Bonus
LOY00003030,CUST002893,2022-12-08,Points Redeemed,-673,-335,Bronze,,Event: Points Redeemed
LOY00007294,CUST002893,2023-08-28,Birthday Bonus,441,106,Bronze,,Event: Birthday Bonus
LOY00009179,CUST002893,2024-01-26,Points Redeemed,-896,-790,Silver,CAMP007,Event: Points Redeemed
LOY00004245,CUST002893,2024-12-20,Birthday Bonus,380,-410,Bronze,CAMP001,Event: Birthday Bonus
LOY00007295,CUST002894,2023-06-03,Points Earned,282,282,Gold,,Event: Points Earned
LOY00012132,CUST002895,2022-06-07,Points Redeemed,-383,-383,Silver,,Event: Points Redeemed
LOY00007017,CUST002895,2022-07-17,Points Earned,43,-340,Bronze,,Event: Points Earned
LOY00007967,CUST002895,2023-01-02,Tier Upgraded,0,-340,Silver,,Event: Tier Upgraded
LOY00004956,CUST002895,2023-10-01,Welcome Bonus,138,-202,Platinum,,Event: Welcome Bonus
LOY00005021,CUST002896,2022-04-29,Points Earned,333,333,Silver,,Event: Points Earned
LOY00002286,CUST002896,2024-02-02,Points Redeemed,-123,210,Silver,CAMP009,Event: Points Redeemed
LOY00006117,CUST002896,2024-12-28,Points Earned,484,694,Bronze,,Event: Points Earned
LOY00011819,CUST002897,2022-04-02,Bonus Points,373,373,Gold,,Event: Bonus Points
LOY00010939,CUST002897,2023-03-02,Points Redeemed,-100,273,Gold,CAMP016,Event: Points Redeemed
LOY00002147,CUST002897,2023-07-02,Points Earned,300,573,Gold,CAMP011,Event: Points Earned
LOY00009039,CUST002897,2023-11-02,Points Earned,139,712,Bronze,CAMP003,Event: Points Earned
LOY00012667,CUST002897,2024-02-25,Tier Upgraded,0,712,Platinum,,Event: Tier Upgraded
LOY00010172,CUST002897,2024-12-13,Points Earned,448,1160,Bronze,CAMP001,Event: Points Earned
