interaction_id,customer_id,interaction_date,interaction_type,reason,agent_id,duration_minutes,resolution_status,satisfaction_score,notes
CRM0001756,CUST001513,2023-05-12,Social Media,Technical Support,AGENT020,57.0,Pending,,Follow-up needed
CRM0005279,CUST003700,2023-05-13,In-Person,Technical Support,AGENT044,55.0,Resolved,4.0,Issue escalated
CRM0001862,CUST004938,2023-05-13,Chat,Billing Issue,AGENT050,48.0,Resolved,5.0,Customer satisfied
CRM0003693,CUST000952,2023-05-13,Phone Call,Order Status,AGENT017,30.0,Resolved,,Follow-up needed
CRM0004947,CUST001815,2023-05-13,Chat,Order Status,AGENT026,,Resolved,,
CRM0002748,CUST002671,2023-05-13,Phone Call,Billing Issue,AGENT002,47.0,Resolved,2.0,
CRM0001180,CUST004844,2023-05-13,In-Person,Feedback,AGENT034,51.0,Resolved,2.0,Issue escalated
CRM0001463,CUST000397,2023-05-13,Chat,Billing Issue,AGENT008,,Pending,1.0,Follow-up needed
CRM0007618,CUST000772,2023-05-13,Email,Billing Issue,AGENT021,18.0,Resolved,5.0,Issue escalated
CRM0002575,CUST001919,2023-05-13,Phone Call,General Question,AGENT013,8.0,Resolved,4.0,
CRM0007010,CUST004660,2023-05-13,Social Media,Product Inquiry,AGENT036,,Resolved,5.0,Resolved quickly
CRM0005180,CUST004395,2023-05-13,Email,Order Status,AGENT037,31.0,Escalated,5.0,Complex issue
CRM0007052,CUST001377,2023-05-14,Phone Call,Complaint,AGENT039,,Pending,5.0,Resolved quickly
CRM0005632,CUST003754,2023-05-14,In-Person,Technical Support,AGENT042,12.0,Resolved,4.0,Resolved quickly
CRM0007488,CUST004844,2023-05-14,Chat,General Question,AGENT001,24.0,Resolved,3.0,Resolved quickly
CRM0001496,CUST000775,2023-05-14,Chat,Return Request,AGENT046,46.0,Resolved,4.0,
CRM0005665,CUST004221,2023-05-14,Phone Call,Order Status,AGENT008,7.0,Resolved,,Resolved quickly
CRM0000411,CUST000459,2023-05-14,Social Media,Billing Issue,AGENT010,,Escalated,,Resolved quickly
CRM0001967,CUST001811,2023-05-14,Phone Call,Billing Issue,AGENT045,13.0,Pending,3.0,Customer satisfied
CRM0001896,CUST004133,2023-05-14,Email,Product Inquiry,AGENT011,33.0,Escalated,5.0,Resolved quickly
CRM0000963,CUST002301,2023-05-14,Social Media,Complaint,AGENT042,,Resolved,3.0,Follow-up needed
CRM0002487,CUST001933,2023-05-15,Phone Call,Return Request,AGENT043,30.0,Closed,4.0,
CRM0006147,CUST002078,2023-05-15,Chat,Technical Support,AGENT040,59.0,Closed,3.0,Follow-up needed
CRM0004604,CUST001141,2023-05-15,Phone Call,Order Status,AGENT038,,Resolved,4.0,Follow-up needed
CRM0002177,CUST000702,2023-05-15,Social Media,Return Request,AGENT038,54.0,Resolved,4.0,Follow-up needed
CRM0004049,CUST000849,2023-05-16,Social Media,Product Inquiry,AGENT009,33.0,Resolved,5.0,Complex issue
CRM0001246,CUST002185,2023-05-16,Social Media,Order Status,AGENT031,,Escalated,5.0,Follow-up needed
CRM0000838,CUST001151,2023-05-16,In-Person,General Question,AGENT028,39.0,Resolved,5.0,
CRM0000231,CUST001757,2023-05-17,Phone Call,Return Request,AGENT016,,Resolved,2.0,Customer satisfied
CRM0005813,CUST000784,2023-05-17,Chat,Return Request,AGENT017,59.0,Resolved,4.0,Customer satisfied
CRM0003854,CUST003784,2023-05-17,In-Person,Return Request,AGENT041,13.0,Pending,,Follow-up needed
CRM0002221,CUST001889,2023-05-17,Phone Call,Product Inquiry,AGENT010,51.0,Resolved,5.0,
CRM0006653,CUST002445,2023-05-17,In-Person,Complaint,AGENT029,25.0,Pending,5.0,Customer satisfied
CRM0004798,CUST000789,2023-05-17,Email,Billing Issue,AGENT022,34.0,Pending,5.0,Customer satisfied
CRM0005281,CUST001957,2023-05-17,In-Person,Billing Issue,AGENT024,,Pending,3.0,Follow-up needed
CRM0000558,CUST002576,2023-05-18,Chat,Technical Support,AGENT033,21.0,Resolved,3.0,Resolved quickly
CRM0000316,CUST001357,2023-05-18,In-Person,Billing Issue,AGENT050,,Pending,5.0,Issue escalated
CRM0002866,CUST003262,2023-05-18,Social Media,Product Inquiry,AGENT025,60.0,Resolved,5.0,Resolved quickly
CRM0005702,CUST003031,2023-05-18,Social Media,Feedback,AGENT022,30.0,Pending,4.0,Resolved quickly
CRM0003415,CUST001016,2023-05-18,Social Media,Feedback,AGENT046,40.0,Resolved,4.0,Follow-up needed
CRM0001860,CUST001788,2023-05-18,Social Media,Return Request,AGENT015,44.0,Resolved,,Issue escalated
CRM0002289,CUST000914,2023-05-18,Social Media,Billing Issue,AGENT026,52.0,Resolved,5.0,Customer satisfied
CRM0005543,CUST000854,2023-05-18,Phone Call,Feedback,AGENT044,36.0,Escalated,1.0,Complex issue
CRM0005563,CUST003596,2023-05-18,Phone Call,Technical Support,AGENT004,24.0,Closed,4.0,Issue escalated
CRM0004584,CUST004513,2023-05-19,Social Media,Billing Issue,AGENT002,19.0,Resolved,2.0,Customer satisfied
CRM0004279,CUST004881,2023-05-19,In-Person,General Question,AGENT046,49.0,Resolved,,Complex issue
CRM0007314,CUST000312,2023-05-19,Phone Call,Return Request,AGENT001,,Resolved,5.0,Customer satisfied
CRM0001661,CUST000260,2023-05-19,In-Person,Return Request,AGENT035,50.0,Resolved,5.0,Follow-up needed
CRM0006103,CUST002868,2023-05-20,Chat,Feedback,AGENT047,19.0,Pending,5.0,Complex issue
CRM0001711,CUST000915,2023-05-20,Phone Call,Return Request,AGENT002,51.0,Resolved,2.0,Customer satisfied
CRM0002874,CUST003995,2023-05-20,Social Media,General Question,AGENT028,16.0,Resolved,3.0,Customer satisfied
CRM0001949,CUST000175,2023-05-20,Email,Feedback,AGENT041,18.0,Resolved,5.0,Issue escalated
CRM0006075,CUST001199,2023-05-20,Social Media,Technical Support,AGENT029,25.0,Resolved,5.0,Complex issue
CRM0006029,CUST004415,2023-05-21,Chat,Order Status,AGENT039,,Resolved,3.0,Issue escalated
CRM0002654,CUST001288,2023-05-21,Email,Product Inquiry,AGENT029,4.0,Resolved,4.0,Follow-up needed
CRM0000103,CUST004076,2023-05-21,Social Media,General Question,AGENT016,41.0,Resolved,4.0,Follow-up needed
CRM0006943,CUST001942,2023-05-21,In-Person,General Question,AGENT034,,Resolved,1.0,
CRM0005387,CUST001942,2023-05-21,Email,Product Inquiry,AGENT025,36.0,Resolved,3.0,Customer satisfied
CRM0003583,CUST003658,2023-05-22,In-Person,Complaint,AGENT009,55.0,Resolved,3.0,Complex issue
CRM0002023,CUST004764,2023-05-22,Phone Call,Complaint,AGENT030,15.0,Escalated,3.0,Follow-up needed
CRM0001325,CUST004692,2023-05-22,In-Person,General Question,AGENT009,47.0,Pending,3.0,Follow-up needed
CRM0005464,CUST003118,2023-05-22,Email,General Question,AGENT034,42.0,Closed,5.0,Follow-up needed
CRM0005937,CUST004144,2023-05-22,Phone Call,Order Status,AGENT022,31.0,Resolved,5.0,
CRM0002847,CUST000457,2023-05-22,Chat,Complaint,AGENT038,,Resolved,4.0,
CRM0005378,CUST003097,2023-05-22,Social Media,Complaint,AGENT005,36.0,Pending,4.0,Follow-up needed
CRM0007878,CUST004844,2023-05-22,In-Person,Billing Issue,AGENT036,10.0,Resolved,2.0,Follow-up needed
CRM0004302,CUST004080,2023-05-22,Email,General Question,AGENT034,15.0,Resolved,4.0,Follow-up needed
CRM0004418,CUST000951,2023-05-22,Email,Order Status,AGENT013,2.0,Resolved,4.0,Issue escalated
CRM0002943,CUST001067,2023-05-22,Email,Order Status,AGENT050,59.0,Resolved,5.0,Follow-up needed
CRM0003788,CUST001747,2023-05-22,Email,Feedback,AGENT007,,Closed,5.0,
CRM0000492,CUST002709,2023-05-22,In-Person,Feedback,AGENT046,9.0,Pending,5.0,Complex issue
CRM0000161,CUST001071,2023-05-22,Social Media,Feedback,AGENT044,18.0,Pending,5.0,Follow-up needed
CRM0007616,CUST003313,2023-05-23,Chat,Complaint,AGENT027,,Resolved,4.0,Follow-up needed
CRM0006473,CUST004875,2023-05-23,Email,Return Request,AGENT049,20.0,Resolved,5.0,Follow-up needed
CRM0004022,CUST000577,2023-05-23,Chat,Complaint,AGENT016,40.0,Pending,,Follow-up needed
CRM0004731,CUST000049,2023-05-23,In-Person,General Question,AGENT031,,Resolved,3.0,Issue escalated
CRM0001044,CUST003817,2023-05-23,Phone Call,Order Status,AGENT039,57.0,Closed,4.0,Complex issue
CRM0002299,CUST002158,2023-05-23,Social Media,Return Request,AGENT031,,Resolved,3.0,Issue escalated
CRM0007410,CUST000799,2023-05-23,Social Media,Return Request,AGENT039,40.0,Resolved,1.0,Customer satisfied
CRM0003882,CUST000116,2023-05-24,In-Person,Order Status,AGENT037,41.0,Resolved,5.0,Customer satisfied
CRM0007885,CUST004205,2023-05-24,Social Media,Complaint,AGENT011,,Resolved,5.0,Resolved quickly
CRM0002260,CUST003689,2023-05-24,Chat,Order Status,AGENT048,9.0,Resolved,4.0,Resolved quickly
CRM0000887,CUST003572,2023-05-24,Social Media,Order Status,AGENT004,48.0,Resolved,4.0,Customer satisfied
CRM0002799,CUST001526,2023-05-24,Phone Call,Complaint,AGENT037,,Resolved,3.0,Resolved quickly
CRM0005943,CUST001747,2023-05-24,Phone Call,Billing Issue,AGENT010,,Resolved,4.0,Resolved quickly
CRM0006559,CUST001615,2023-05-24,Phone Call,Order Status,AGENT036,50.0,Resolved,,
CRM0007145,CUST000333,2023-05-24,Chat,Feedback,AGENT050,44.0,Resolved,5.0,Follow-up needed
CRM0005929,CUST000465,2023-05-25,Social Media,Technical Support,AGENT012,37.0,Resolved,4.0,Follow-up needed
CRM0007170,CUST001626,2023-05-25,Social Media,Billing Issue,AGENT033,35.0,Pending,5.0,Issue escalated
CRM0006068,CUST002935,2023-05-25,Phone Call,Return Request,AGENT015,42.0,Resolved,4.0,Follow-up needed
CRM0000234,CUST004908,2023-05-25,Email,Billing Issue,AGENT034,18.0,Escalated,4.0,
CRM0007458,CUST004631,2023-05-25,In-Person,Billing Issue,AGENT017,,Resolved,5.0,
CRM0004228,CUST002079,2023-05-25,Email,Billing Issue,AGENT036,14.0,Escalated,2.0,Customer satisfied
CRM0004997,CUST000179,2023-05-26,Email,Technical Support,AGENT017,8.0,Pending,4.0,Issue escalated
CRM0006936,CUST002504,2023-05-26,Phone Call,Technical Support,AGENT009,17.0,Resolved,3.0,Issue escalated
CRM0000989,CUST004726,2023-05-26,Phone Call,Return Request,AGENT030,4.0,Resolved,5.0,Issue escalated
CRM0002422,CUST002182,2023-05-26,Email,Billing Issue,AGENT031,16.0,Resolved,4.0,Follow-up needed
CRM0005640,CUST001081,2023-05-27,Phone Call,Complaint,AGENT001,,Pending,4.0,Follow-up needed
CRM0000024,CUST001280,2023-05-27,Email,General Question,AGENT039,57.0,Resolved,5.0,Issue escalated
CRM0001599,CUST001438,2023-05-27,Phone Call,General Question,AGENT040,,Resolved,5.0,Customer satisfied
CRM0006275,CUST003543,2023-05-27,Email,Technical Support,AGENT013,,Closed,5.0,
CRM0005685,CUST004213,2023-05-27,Email,Complaint,AGENT003,46.0,Pending,4.0,
CRM0005044,CUST000838,2023-05-27,In-Person,Return Request,AGENT003,50.0,Resolved,4.0,Issue escalated
CRM0000945,CUST000477,2023-05-27,Social Media,Product Inquiry,AGENT037,,Resolved,3.0,Resolved quickly
CRM0007619,CUST000839,2023-05-27,In-Person,Feedback,AGENT040,5.0,Closed,3.0,Resolved quickly
CRM0003379,CUST001713,2023-05-27,Social Media,Feedback,AGENT006,6.0,Resolved,5.0,Issue escalated
CRM0000307,CUST002494,2023-05-27,Chat,General Question,AGENT028,10.0,Resolved,5.0,Complex issue
CRM0000908,CUST004510,2023-05-28,In-Person,Feedback,AGENT003,,Resolved,4.0,
CRM0000914,CUST000028,2023-05-28,Social Media,Product Inquiry,AGENT002,,Pending,5.0,Resolved quickly
CRM0001544,CUST004633,2023-05-28,Social Media,Product Inquiry,AGENT016,44.0,Resolved,4.0,Follow-up needed
CRM0000632,CUST002368,2023-05-28,Phone Call,Return Request,AGENT050,13.0,Resolved,4.0,Follow-up needed
CRM0000439,CUST002879,2023-05-28,Email,Return Request,AGENT001,,Resolved,4.0,Issue escalated
CRM0000724,CUST003131,2023-05-28,In-Person,Complaint,AGENT016,5.0,Resolved,5.0,Issue escalated
CRM0001690,CUST001946,2023-05-28,Phone Call,Feedback,AGENT009,19.0,Escalated,5.0,Complex issue
CRM0004937,CUST002783,2023-05-28,Social Media,Product Inquiry,AGENT011,,Pending,4.0,Follow-up needed
CRM0001394,CUST004320,2023-05-28,Social Media,Billing Issue,AGENT019,59.0,Resolved,4.0,Issue escalated
CRM0004290,CUST003645,2023-05-28,In-Person,Product Inquiry,AGENT036,36.0,Closed,3.0,Issue escalated
CRM0007911,CUST003595,2023-05-28,In-Person,Billing Issue,AGENT008,30.0,Escalated,2.0,Complex issue
CRM0007102,CUST004323,2023-05-28,Chat,Billing Issue,AGENT022,45.0,Resolved,4.0,Follow-up needed
CRM0002936,CUST002245,2023-05-28,Chat,Billing Issue,AGENT042,24.0,Closed,5.0,
CRM0004187,CUST002189,2023-05-29,Email,Feedback,AGENT004,35.0,Resolved,4.0,Customer satisfied
CRM0005303,CUST002067,2023-05-29,Chat,General Question,AGENT049,45.0,Escalated,,Customer satisfied
CRM0003165,CUST002755,2023-05-29,Phone Call,General Question,AGENT001,,Resolved,3.0,Issue escalated
CRM0007770,CUST001391,2023-05-29,Phone Call,Feedback,AGENT005,11.0,Resolved,4.0,
CRM0003736,CUST004540,2023-05-29,Phone Call,General Question,AGENT039,28.0,Resolved,4.0,Issue escalated
CRM0004361,CUST000386,2023-05-29,Social Media,General Question,AGENT020,57.0,Resolved,5.0,Follow-up needed
CRM0006050,CUST003336,2023-05-29,Social Media,General Question,AGENT026,58.0,Pending,4.0,Follow-up needed
CRM0007606,CUST000482,2023-05-30,In-Person,Technical Support,AGENT046,54.0,Resolved,5.0,Resolved quickly
CRM0002816,CUST001685,2023-05-30,Email,Complaint,AGENT013,41.0,Closed,4.0,Customer satisfied
CRM0002664,CUST001780,2023-05-30,In-Person,Order Status,AGENT044,59.0,Closed,5.0,Customer satisfied
CRM0005150,CUST000564,2023-05-30,Chat,Product Inquiry,AGENT021,6.0,Resolved,4.0,Issue escalated
CRM0007249,CUST004134,2023-05-30,In-Person,General Question,AGENT013,48.0,Pending,4.0,Customer satisfied
CRM0003063,CUST003172,2023-05-30,Social Media,Order Status,AGENT023,28.0,Escalated,5.0,Resolved quickly
CRM0000141,CUST000043,2023-05-30,In-Person,Billing Issue,AGENT026,37.0,Pending,4.0,Issue escalated
CRM0007455,CUST000848,2023-05-30,In-Person,Billing Issue,AGENT048,51.0,Resolved,2.0,Follow-up needed
CRM0007642,CUST001096,2023-05-30,In-Person,Feedback,AGENT021,,Resolved,1.0,Follow-up needed
CRM0004166,CUST003248,2023-05-31,Social Media,Product Inquiry,AGENT039,10.0,Resolved,4.0,Follow-up needed
CRM0003723,CUST004973,2023-05-31,In-Person,Billing Issue,AGENT047,4.0,Resolved,3.0,Issue escalated
CRM0001774,CUST004856,2023-05-31,Chat,Return Request,AGENT008,,Closed,5.0,Resolved quickly
CRM0000149,CUST003781,2023-05-31,Chat,General Question,AGENT021,,Closed,4.0,Follow-up needed
CRM0006976,CUST000527,2023-05-31,Chat,Return Request,AGENT015,10.0,Resolved,4.0,Customer satisfied
CRM0001488,CUST001427,2023-05-31,Chat,Order Status,AGENT016,,Pending,,Complex issue
CRM0002337,CUST000273,2023-05-31,Social Media,Technical Support,AGENT037,15.0,Escalated,3.0,Customer satisfied
CRM0001324,CUST002613,2023-05-31,Social Media,Order Status,AGENT004,16.0,Resolved,,Complex issue
CRM0000546,CUST004285,2023-05-31,Social Media,Return Request,AGENT047,57.0,Pending,5.0,Complex issue
CRM0002998,CUST001187,2023-05-31,Email,Technical Support,AGENT034,19.0,Closed,5.0,Issue escalated
CRM0007095,CUST000257,2023-06-01,Chat,Product Inquiry,AGENT036,29.0,Resolved,3.0,
CRM0005893,CUST004058,2023-06-01,Email,Billing Issue,AGENT006,59.0,Pending,3.0,Customer satisfied
CRM0003300,CUST004808,2023-06-01,In-Person,Order Status,AGENT018,41.0,Pending,3.0,Customer satisfied
CRM0000164,CUST003337,2023-06-01,Email,Billing Issue,AGENT023,30.0,Closed,,Customer satisfied
CRM0002037,CUST002166,2023-06-01,Email,Billing Issue,AGENT044,11.0,Resolved,4.0,Customer satisfied
CRM0003255,CUST003710,2023-06-01,Phone Call,Product Inquiry,AGENT009,58.0,Pending,3.0,Resolved quickly
CRM0000809,CUST003056,2023-06-01,Phone Call,Return Request,AGENT039,,Escalated,4.0,Issue escalated
CRM0004096,CUST003431,2023-06-01,Email,Technical Support,AGENT028,32.0,Closed,5.0,Complex issue
CRM0005375,CUST002751,2023-06-02,Social Media,Product Inquiry,AGENT047,,Pending,5.0,Customer satisfied
CRM0001431,CUST000872,2023-06-02,Email,Product Inquiry,AGENT046,47.0,Escalated,4.0,
CRM0002168,CUST003606,2023-06-02,Chat,Complaint,AGENT050,24.0,Resolved,1.0,Complex issue
CRM0003699,CUST003617,2023-06-02,Phone Call,Feedback,AGENT023,,Resolved,4.0,
CRM0005550,CUST003106,2023-06-02,Email,Complaint,AGENT043,3.0,Resolved,2.0,Customer satisfied
CRM0000495,CUST001740,2023-06-02,Chat,Feedback,AGENT043,8.0,Pending,,Resolved quickly
CRM0004768,CUST004064,2023-06-03,Phone Call,Product Inquiry,AGENT043,34.0,Pending,4.0,Complex issue
CRM0002421,CUST001284,2023-06-03,Email,Billing Issue,AGENT006,35.0,Resolved,,
CRM0006638,CUST003457,2023-06-03,In-Person,Complaint,AGENT031,50.0,Closed,4.0,
CRM0007989,CUST004802,2023-06-03,Email,Billing Issue,AGENT004,57.0,Closed,,
CRM0000430,CUST004396,2023-06-03,In-Person,General Question,AGENT031,,Resolved,4.0,Resolved quickly
CRM0003914,CUST000192,2023-06-03,Social Media,Order Status,AGENT042,50.0,Escalated,5.0,
CRM0000773,CUST004201,2023-06-03,Email,Product Inquiry,AGENT035,32.0,Resolved,4.0,Issue escalated
CRM0004514,CUST003060,2023-06-03,Phone Call,Complaint,AGENT040,,Resolved,5.0,Resolved quickly
CRM0001635,CUST002647,2023-06-03,Social Media,Complaint,AGENT014,18.0,Escalated,4.0,Customer satisfied
CRM0003120,CUST001185,2023-06-03,Social Media,Technical Support,AGENT029,20.0,Resolved,5.0,Follow-up needed
CRM0000900,CUST000562,2023-06-04,In-Person,Billing Issue,AGENT038,11.0,Pending,5.0,
CRM0000080,CUST000887,2023-06-04,Email,Product Inquiry,AGENT032,11.0,Resolved,4.0,Customer satisfied
CRM0005986,CUST003194,2023-06-04,Social Media,Technical Support,AGENT021,,Pending,4.0,Issue escalated
CRM0004845,CUST003181,2023-06-04,In-Person,Feedback,AGENT034,,Resolved,4.0,Resolved quickly
CRM0005112,CUST001368,2023-06-04,Email,Order Status,AGENT045,,Closed,,Complex issue
CRM0006201,CUST001885,2023-06-04,Phone Call,Return Request,AGENT025,,Resolved,2.0,Customer satisfied
CRM0004408,CUST004108,2023-06-04,Email,Order Status,AGENT019,12.0,Resolved,4.0,
CRM0003026,CUST000971,2023-06-04,Email,Product Inquiry,AGENT021,31.0,Escalated,2.0,Complex issue
CRM0000851,CUST000096,2023-06-04,In-Person,Return Request,AGENT004,,Resolved,3.0,Issue escalated
CRM0006255,CUST004613,2023-06-05,In-Person,Order Status,AGENT034,24.0,Escalated,1.0,Issue escalated
CRM0000274,CUST003450,2023-06-05,Social Media,Product Inquiry,AGENT048,14.0,Resolved,2.0,
CRM0003780,CUST003881,2023-06-05,Social Media,Billing Issue,AGENT007,37.0,Resolved,3.0,Customer satisfied
CRM0003623,CUST001594,2023-06-05,Phone Call,Order Status,AGENT002,16.0,Resolved,4.0,Resolved quickly
CRM0003259,CUST000665,2023-06-06,Chat,Feedback,AGENT025,48.0,Resolved,5.0,Follow-up needed
CRM0004058,CUST004312,2023-06-06,Email,Complaint,AGENT020,47.0,Resolved,,Customer satisfied
CRM0006081,CUST002204,2023-06-06,In-Person,Order Status,AGENT034,46.0,Resolved,5.0,Resolved quickly
CRM0001671,CUST002339,2023-06-06,Social Media,Order Status,AGENT016,49.0,Closed,,Follow-up needed
CRM0001918,CUST002299,2023-06-06,Chat,Complaint,AGENT027,9.0,Resolved,,
CRM0002738,CUST002397,2023-06-06,Social Media,General Question,AGENT032,,Resolved,4.0,Customer satisfied
CRM0004899,CUST000813,2023-06-06,Phone Call,Return Request,AGENT014,,Escalated,4.0,Issue escalated
CRM0001691,CUST000114,2023-06-06,Phone Call,General Question,AGENT030,,Escalated,1.0,Complex issue
CRM0007906,CUST004333,2023-06-06,Social Media,Technical Support,AGENT012,56.0,Resolved,5.0,
CRM0007691,CUST002253,2023-06-06,Phone Call,Technical Support,AGENT027,52.0,Pending,,Follow-up needed
CRM0002525,CUST002358,2023-06-06,Chat,Technical Support,AGENT027,36.0,Pending,1.0,Issue escalated
CRM0000425,CUST001157,2023-06-06,Email,Return Request,AGENT033,,Resolved,4.0,
CRM0003429,CUST003763,2023-06-07,In-Person,General Question,AGENT020,37.0,Resolved,5.0,Follow-up needed
CRM0000624,CUST001551,2023-06-07,Social Media,Complaint,AGENT050,10.0,Resolved,3.0,Issue escalated
CRM0002962,CUST000013,2023-06-07,Email,Return Request,AGENT012,40.0,Escalated,4.0,Follow-up needed
CRM0003839,CUST002566,2023-06-07,Phone Call,Return Request,AGENT011,25.0,Pending,4.0,Follow-up needed
CRM0003612,CUST002290,2023-06-07,Social Media,Return Request,AGENT013,21.0,Closed,3.0,Complex issue
CRM0007339,CUST002295,2023-06-07,Phone Call,Complaint,AGENT014,54.0,Resolved,4.0,Resolved quickly
CRM0001189,CUST003237,2023-06-07,Phone Call,Billing Issue,AGENT044,57.0,Escalated,,Customer satisfied
CRM0000311,CUST001440,2023-06-07,Email,Complaint,AGENT020,30.0,Resolved,4.0,Customer satisfied
CRM0000837,CUST003047,2023-06-07,Social Media,Product Inquiry,AGENT003,,Resolved,2.0,Issue escalated
CRM0006027,CUST000927,2023-06-07,Phone Call,Return Request,AGENT017,42.0,Resolved,4.0,Resolved quickly
CRM0003721,CUST002989,2023-06-07,Social Media,General Question,AGENT046,35.0,Pending,4.0,
CRM0004115,CUST001375,2023-06-08,Chat,Product Inquiry,AGENT006,49.0,Resolved,1.0,Customer satisfied
CRM0002667,CUST001010,2023-06-08,Email,Technical Support,AGENT025,,Resolved,3.0,
CRM0001817,CUST000433,2023-06-08,Chat,Complaint,AGENT040,59.0,Pending,4.0,Issue escalated
CRM0000948,CUST001212,2023-06-08,In-Person,Product Inquiry,AGENT049,35.0,Closed,4.0,Customer satisfied
CRM0000113,CUST003113,2023-06-08,Email,Feedback,AGENT039,46.0,Resolved,5.0,Complex issue
CRM0004029,CUST002723,2023-06-09,In-Person,Complaint,AGENT026,31.0,Pending,3.0,Resolved quickly
CRM0002850,CUST004529,2023-06-09,In-Person,Feedback,AGENT013,15.0,Resolved,4.0,Customer satisfied
CRM0005020,CUST003734,2023-06-09,Social Media,Billing Issue,AGENT026,34.0,Pending,,Follow-up needed
CRM0002471,CUST003889,2023-06-09,Phone Call,Technical Support,AGENT016,47.0,Pending,3.0,Customer satisfied
CRM0007415,CUST004430,2023-06-09,Email,Billing Issue,AGENT027,,Pending,2.0,Issue escalated
CRM0007138,CUST003792,2023-06-09,In-Person,Complaint,AGENT048,20.0,Pending,4.0,Follow-up needed
CRM0007067,CUST004546,2023-06-10,Chat,Complaint,AGENT028,18.0,Resolved,5.0,Issue escalated
CRM0004590,CUST004050,2023-06-10,Chat,Billing Issue,AGENT032,43.0,Resolved,5.0,Complex issue
CRM0005410,CUST004726,2023-06-10,Email,Feedback,AGENT008,,Pending,4.0,Issue escalated
CRM0005760,CUST000898,2023-06-10,In-Person,Complaint,AGENT011,55.0,Resolved,4.0,
CRM0005650,CUST004272,2023-06-10,In-Person,Order Status,AGENT022,,Resolved,4.0,Complex issue
CRM0007854,CUST000540,2023-06-10,Social Media,Product Inquiry,AGENT018,,Closed,4.0,Complex issue
CRM0005320,CUST002325,2023-06-11,In-Person,Order Status,AGENT018,33.0,Resolved,3.0,Complex issue
CRM0001192,CUST000844,2023-06-11,In-Person,Feedback,AGENT023,23.0,Resolved,4.0,
CRM0007244,CUST003170,2023-06-11,In-Person,Billing Issue,AGENT023,22.0,Resolved,4.0,Issue escalated
CRM0005483,CUST002327,2023-06-11,Chat,Product Inquiry,AGENT021,17.0,Resolved,4.0,Follow-up needed
CRM0000849,CUST004125,2023-06-11,Email,Product Inquiry,AGENT009,38.0,Pending,5.0,Issue escalated
CRM0000379,CUST001215,2023-06-12,Chat,General Question,AGENT009,38.0,Resolved,2.0,Complex issue
CRM0005114,CUST003204,2023-06-12,Chat,Technical Support,AGENT035,15.0,Resolved,5.0,Follow-up needed
CRM0003862,CUST003606,2023-06-12,Social Media,Technical Support,AGENT020,4.0,Resolved,4.0,Issue escalated
CRM0007148,CUST000479,2023-06-12,Email,Complaint,AGENT048,17.0,Pending,5.0,Complex issue
CRM0006292,CUST004273,2023-06-12,Email,Billing Issue,AGENT027,59.0,Pending,5.0,Complex issue
CRM0007442,CUST001677,2023-06-12,Phone Call,Technical Support,AGENT039,,Resolved,4.0,Resolved quickly
CRM0003400,CUST000912,2023-06-12,Email,Return Request,AGENT003,16.0,Resolved,3.0,
CRM0003208,CUST004701,2023-06-12,Phone Call,Return Request,AGENT028,46.0,Resolved,5.0,Follow-up needed
CRM0007537,CUST003529,2023-06-12,Phone Call,Billing Issue,AGENT002,47.0,Closed,3.0,Follow-up needed
CRM0001406,CUST002447,2023-06-12,Social Media,Billing Issue,AGENT001,12.0,Closed,,Customer satisfied
CRM0004208,CUST000169,2023-06-12,In-Person,General Question,AGENT039,36.0,Pending,4.0,Complex issue
CRM0006956,CUST003151,2023-06-13,Social Media,Complaint,AGENT025,47.0,Pending,3.0,Follow-up needed
CRM0002837,CUST001942,2023-06-13,In-Person,Product Inquiry,AGENT043,,Resolved,4.0,Customer satisfied
CRM0000933,CUST003910,2023-06-13,Email,Complaint,AGENT008,,Closed,5.0,Complex issue
CRM0004018,CUST000506,2023-06-13,Chat,Complaint,AGENT007,49.0,Resolved,5.0,
CRM0004354,CUST003503,2023-06-13,Email,Technical Support,AGENT026,13.0,Resolved,3.0,Complex issue
CRM0005971,CUST000740,2023-06-13,Social Media,Complaint,AGENT047,,Closed,5.0,Complex issue
CRM0005242,CUST002220,2023-06-14,Phone Call,Product Inquiry,AGENT015,53.0,Resolved,4.0,Customer satisfied
CRM0007668,CUST001981,2023-06-14,Social Media,Return Request,AGENT004,43.0,Closed,4.0,Issue escalated
CRM0002908,CUST000298,2023-06-14,Email,Billing Issue,AGENT019,,Resolved,4.0,Follow-up needed
CRM0002818,CUST003140,2023-06-14,Email,Complaint,AGENT035,51.0,Resolved,3.0,Follow-up needed
CRM0006455,CUST002045,2023-06-14,In-Person,Product Inquiry,AGENT015,4.0,Resolved,2.0,Issue escalated
CRM0007761,CUST001912,2023-06-15,Phone Call,Complaint,AGENT013,20.0,Resolved,5.0,Follow-up needed
CRM0006711,CUST001533,2023-06-15,Email,Feedback,AGENT008,38.0,Resolved,2.0,Follow-up needed
CRM0004965,CUST002561,2023-06-15,Social Media,Complaint,AGENT013,,Resolved,4.0,Complex issue
CRM0002135,CUST002329,2023-06-15,Social Media,Technical Support,AGENT034,49.0,Resolved,4.0,
CRM0005978,CUST004234,2023-06-16,Email,Technical Support,AGENT005,,Resolved,1.0,Complex issue
CRM0007945,CUST004400,2023-06-16,Email,Product Inquiry,AGENT040,8.0,Escalated,3.0,Complex issue
