interaction_id,customer_id,interaction_date,interaction_type,reason,sentiment,resolution_status,agent_id,duration_minutes,satisfaction_score
INT0005587,CUST004076,2024-09-17 04:00:00,Email,Inquiry,Negative,Closed,AGENT010,40,5.0
INT0005588,CUST000205,2024-05-09 23:00:00,Store Visit,Inquiry,Neutral,Escalated,AGENT022,31,3.0
INT0005589,CUST003209,2024-03-10 22:00:00,Phone Call,Feedback,Negative,Closed,AGENT049,14,2.0
INT0005590,CUST001175,2023-12-08 23:00:00,Social Media,Inquiry,Positive,Resolved,AGENT020,10,
INT0005591,CUST003562,2023-06-03 23:00:00,Chat,Feedback,Negative,Pending,AGENT018,24,2.0
INT0005592,CUST003952,2023-04-04 03:00:00,Chat,Support,Positive,Escalated,AGENT028,7,3.0
INT0005593,CUST004395,2023-10-20 13:00:00,Store Visit,Feedback,Negative,Escalated,AGENT018,14,
INT0005594,CUST003368,2023-09-24 17:00:00,Store Visit,Feedback,Positive,Pending,AGENT043,27,3.0
INT0005595,CUST003212,2022-04-20 00:00:00,Chat,Feedback,Positive,Resolved,AGENT046,34,5.0
INT0005596,CUST001238,2024-07-12 04:00:00,Phone Call,Feedback,Positive,Resolved,AGENT010,11,4.0
INT0005597,CUST003118,2022-09-13 06:00:00,Store Visit,Support,Neutral,Closed,AGENT042,38,
INT0005598,CUST002786,2024-01-08 18:00:00,Email,Complaint,Negative,Escalated,AGENT015,24,
INT0005599,CUST001954,2024-07-29 17:00:00,Email,Return Request,Neutral,Pending,AGENT029,27,
INT0005600,CUST001071,2022-06-17 21:00:00,Social Media,Feedback,Neutral,Escalated,AGENT006,20,2.0
INT0005601,CUST004500,2023-12-19 02:00:00,Store Visit,Inquiry,Negative,Resolved,AGENT028,12,
INT0005602,CUST003822,2022-09-26 21:00:00,Store Visit,Feedback,Neutral,Closed,AGENT042,5,3.0
INT0005603,CUST003289,2022-12-02 20:00:00,Store Visit,Complaint,Negative,Pending,AGENT036,13,1.0
INT0005604,CUST003984,2022-05-23 13:00:00,Email,Feedback,Positive,Resolved,AGENT021,14,
INT0005605,CUST002540,2023-08-21 14:00:00,Store Visit,Support,Negative,Escalated,AGENT020,29,3.0
INT0005606,CUST001003,2024-05-06 08:00:00,Chat,Feedback,Negative,Pending,AGENT032,37,
INT0005607,CUST003949,2022-05-14 15:00:00,Social Media,Support,Positive,Closed,AGENT048,40,3.0
INT0005608,CUST003318,2022-10-05 22:00:00,Store Visit,Support,Neutral,Resolved,AGENT048,25,5.0
INT0005609,CUST002808,2023-10-11 09:00:00,Chat,Inquiry,Positive,Closed,AGENT017,13,
INT0005610,CUST001937,2022-08-05 20:00:00,Phone Call,Return Request,Neutral,Closed,AGENT026,45,
INT0005611,CUST004994,2023-01-28 11:00:00,Store Visit,Complaint,Negative,Pending,AGENT011,18,5.0
INT0005612,CUST000505,2023-02-18 10:00:00,Email,Inquiry,Negative,Resolved,AGENT030,4,4.0
INT0005613,CUST004863,2022-08-31 03:00:00,Email,Complaint,Positive,Resolved,AGENT039,7,2.0
INT0005614,CUST004307,2023-08-19 00:00:00,Phone Call,Complaint,Positive,Escalated,AGENT050,38,1.0
INT0005615,CUST001401,2023-10-12 03:00:00,Email,Support,Positive,Escalated,AGENT025,27,1.0
INT0005616,CUST004899,2023-07-05 14:00:00,Phone Call,Feedback,Positive,Resolved,AGENT014,12,4.0
INT0005617,CUST004837,2022-05-31 22:00:00,Phone Call,Complaint,Neutral,Closed,AGENT004,3,2.0
INT0005618,CUST002056,2023-08-30 06:00:00,Email,Complaint,Positive,Resolved,AGENT019,44,
INT0005619,CUST001690,2022-03-31 23:00:00,Email,Feedback,Positive,Resolved,AGENT005,27,
INT0005620,CUST003458,2023-06-30 04:00:00,Phone Call,Support,Negative,Resolved,AGENT028,26,
INT0005621,CUST004995,2024-05-30 11:00:00,Store Visit,Return Request,Positive,Escalated,AGENT010,35,3.0
INT0005622,CUST003449,2023-10-28 13:00:00,Phone Call,Feedback,Negative,Closed,AGENT047,3,4.0
INT0005623,CUST000160,2024-05-07 03:00:00,Chat,Inquiry,Positive,Escalated,AGENT048,23,
INT0005624,CUST003360,2023-09-10 11:00:00,Store Visit,Complaint,Neutral,Escalated,AGENT047,30,1.0
INT0005625,CUST000900,2023-01-30 16:00:00,Email,Support,Neutral,Pending,AGENT034,10,3.0
INT0005626,CUST001384,2022-11-08 22:00:00,Phone Call,Feedback,Neutral,Closed,AGENT041,11,3.0
INT0005627,CUST001208,2023-12-16 02:00:00,Social Media,Support,Negative,Pending,AGENT042,42,
INT0005628,CUST002901,2023-03-23 09:00:00,Phone Call,Inquiry,Positive,Resolved,AGENT031,14,5.0
INT0005629,CUST003863,2024-09-14 15:00:00,Social Media,Feedback,Neutral,Resolved,AGENT017,6,1.0
INT0005630,CUST002446,2024-03-02 13:00:00,Social Media,Inquiry,Positive,Escalated,AGENT011,35,
INT0005631,CUST000658,2022-10-18 16:00:00,Chat,Inquiry,Neutral,Escalated,AGENT018,11,
INT0005632,CUST000802,2023-05-16 22:00:00,Email,Feedback,Positive,Closed,AGENT035,36,
INT0005633,CUST003516,2023-10-31 10:00:00,Phone Call,Support,Negative,Escalated,AGENT014,14,
INT0005634,CUST001223,2024-03-23 02:00:00,Email,Support,Neutral,Pending,AGENT029,10,2.0
INT0005635,CUST004099,2024-05-22 15:00:00,Email,Inquiry,Negative,Closed,AGENT029,5,1.0
INT0005636,CUST002400,2023-04-04 21:00:00,Phone Call,Support,Negative,Resolved,AGENT001,27,
INT0005637,CUST001014,2024-09-12 11:00:00,Email,Inquiry,Negative,Pending,AGENT049,41,
INT0005638,CUST002893,2022-10-12 01:00:00,Chat,Return Request,Negative,Closed,AGENT013,29,3.0
INT0005639,CUST001125,2024-07-10 06:00:00,Store Visit,Support,Positive,Pending,AGENT036,28,
INT0005640,CUST002314,2024-07-01 08:00:00,Phone Call,Complaint,Negative,Pending,AGENT019,24,
INT0005641,CUST003206,2023-09-27 22:00:00,Store Visit,Complaint,Negative,Resolved,AGENT032,31,
INT0005642,CUST002780,2022-11-10 12:00:00,Email,Inquiry,Positive,Closed,AGENT011,7,
INT0005643,CUST003942,2023-07-21 03:00:00,Phone Call,Support,Neutral,Closed,AGENT037,42,4.0
INT0005644,CUST004117,2022-07-20 09:00:00,Phone Call,Support,Negative,Resolved,AGENT005,35,2.0
INT0005645,CUST001716,2023-08-26 04:00:00,Email,Inquiry,Negative,Resolved,AGENT045,40,3.0
INT0005646,CUST001888,2023-02-01 15:00:00,Chat,Support,Negative,Escalated,AGENT027,44,
INT0005647,CUST003518,2024-08-02 09:00:00,Store Visit,Feedback,Negative,Pending,AGENT016,2,
INT0005648,CUST004492,2022-10-30 20:00:00,Email,Feedback,Positive,Closed,AGENT042,12,3.0
INT0005649,CUST004210,2024-02-21 16:00:00,Phone Call,Complaint,Negative,Escalated,AGENT029,42,3.0
INT0005650,CUST000994,2023-07-10 18:00:00,Phone Call,Inquiry,Negative,Resolved,AGENT016,32,1.0
INT0005651,CUST001699,2022-01-08 14:00:00,Email,Support,Positive,Pending,AGENT007,7,5.0
INT0005652,CUST004546,2023-08-30 03:00:00,Store Visit,Return Request,Neutral,Resolved,AGENT029,15,
INT0005653,CUST002489,2024-06-19 08:00:00,Store Visit,Return Request,Positive,Pending,AGENT036,3,
INT0005654,CUST003777,2023-03-08 18:00:00,Email,Return Request,Positive,Resolved,AGENT028,29,1.0
INT0005655,CUST002766,2024-07-08 14:00:00,Chat,Complaint,Negative,Closed,AGENT007,36,
INT0005656,CUST000018,2022-06-22 00:00:00,Phone Call,Complaint,Neutral,Resolved,AGENT036,16,
INT0005657,CUST003475,2023-04-30 21:00:00,Phone Call,Inquiry,Neutral,Resolved,AGENT031,15,3.0
INT0005658,CUST002079,2024-06-02 16:00:00,Store Visit,Support,Negative,Closed,AGENT020,25,
INT0005659,CUST001070,2024-02-06 15:00:00,Chat,Complaint,Neutral,Resolved,AGENT015,12,3.0
INT0005660,CUST002730,2023-11-22 15:00:00,Phone Call,Inquiry,Neutral,Pending,AGENT023,34,
INT0005661,CUST001591,2022-05-31 19:00:00,Social Media,Complaint,Negative,Escalated,AGENT043,2,2.0
INT0005662,CUST000166,2023-09-19 00:00:00,Email,Return Request,Positive,Pending,AGENT022,24,3.0
INT0005663,CUST003709,2024-02-03 22:00:00,Phone Call,Support,Positive,Closed,AGENT004,15,
INT0005664,CUST001025,2022-04-30 14:00:00,Phone Call,Complaint,Positive,Pending,AGENT040,45,5.0
INT0005665,CUST004990,2022-10-05 18:00:00,Chat,Feedback,Positive,Escalated,AGENT016,18,
INT0005666,CUST003377,2023-01-21 18:00:00,Store Visit,Feedback,Neutral,Escalated,AGENT011,15,2.0
INT0005667,CUST004870,2023-04-03 19:00:00,Phone Call,Inquiry,Negative,Pending,AGENT022,43,2.0
INT0005668,CUST000420,2024-02-06 04:00:00,Email,Inquiry,Negative,Pending,AGENT033,44,
INT0005669,CUST002199,2023-05-27 21:00:00,Chat,Support,Negative,Resolved,AGENT024,22,3.0
INT0005670,CUST002033,2023-03-21 12:00:00,Email,Return Request,Negative,Resolved,AGENT005,13,2.0
INT0005671,CUST004515,2024-08-11 19:00:00,Social Media,Return Request,Negative,Escalated,AGENT011,9,
INT0005672,CUST001451,2023-07-25 14:00:00,Social Media,Return Request,Neutral,Closed,AGENT018,23,5.0
INT0005673,CUST004915,2022-12-06 13:00:00,Store Visit,Inquiry,Negative,Resolved,AGENT009,5,
INT0005674,CUST001485,2023-05-29 21:00:00,Email,Inquiry,Negative,Resolved,AGENT023,34,1.0
INT0005675,CUST004869,2022-09-06 01:00:00,Chat,Feedback,Positive,Resolved,AGENT049,5,2.0
INT0005676,CUST001655,2023-07-15 11:00:00,Chat,Feedback,Negative,Closed,AGENT034,18,3.0
INT0005677,CUST002017,2024-06-09 10:00:00,Phone Call,Inquiry,Neutral,Closed,AGENT002,4,
INT0005678,CUST004847,2023-08-19 05:00:00,Phone Call,Inquiry,Negative,Escalated,AGENT021,10,2.0
INT0005679,CUST004449,2023-03-12 12:00:00,Social Media,Feedback,Neutral,Closed,AGENT014,29,1.0
INT0005680,CUST001790,2023-03-03 17:00:00,Store Visit,Feedback,Negative,Escalated,AGENT004,41,
INT0005681,CUST002211,2024-04-22 19:00:00,Social Media,Complaint,Negative,Resolved,AGENT033,42,3.0
INT0005682,CUST001499,2022-07-25 05:00:00,Store Visit,Feedback,Negative,Escalated,AGENT037,6,4.0
INT0005683,CUST001080,2022-09-23 13:00:00,Chat,Return Request,Positive,Resolved,AGENT029,15,
INT0005684,CUST004337,2022-11-17 07:00:00,Chat,Return Request,Negative,Resolved,AGENT029,10,5.0
INT0005685,CUST004341,2023-05-15 20:00:00,Phone Call,Inquiry,Positive,Escalated,AGENT049,3,
INT0005686,CUST001053,2023-01-02 15:00:00,Store Visit,Complaint,Positive,Closed,AGENT029,14,
INT0005687,CUST004955,2023-06-21 19:00:00,Phone Call,Return Request,Positive,Pending,AGENT024,43,3.0
INT0005688,CUST004266,2023-12-15 00:00:00,Store Visit,Feedback,Negative,Resolved,AGENT019,18,
INT0005689,CUST000099,2022-10-24 09:00:00,Chat,Complaint,Neutral,Escalated,AGENT049,16,1.0
INT0005690,CUST002733,2024-04-16 09:00:00,Social Media,Return Request,Negative,Escalated,AGENT041,31,1.0
INT0005691,CUST003158,2022-06-08 02:00:00,Social Media,Support,Neutral,Closed,AGENT011,2,5.0
INT0005692,CUST001784,2022-01-21 13:00:00,Chat,Complaint,Negative,Pending,AGENT027,21,2.0
INT0005693,CUST003211,2022-08-22 09:00:00,Email,Return Request,Positive,Pending,AGENT009,26,2.0
INT0005694,CUST000568,2022-02-26 05:00:00,Chat,Complaint,Neutral,Resolved,AGENT016,18,1.0
INT0005695,CUST004364,2023-09-04 03:00:00,Social Media,Inquiry,Neutral,Escalated,AGENT030,35,4.0
INT0005696,CUST001329,2024-02-12 01:00:00,Store Visit,Support,Negative,Closed,AGENT036,24,1.0
INT0005697,CUST003537,2024-06-20 07:00:00,Chat,Feedback,Negative,Escalated,AGENT025,8,
INT0005698,CUST004910,2022-07-05 23:00:00,Social Media,Feedback,Positive,Closed,AGENT003,17,4.0
INT0005699,CUST001050,2022-07-29 10:00:00,Social Media,Inquiry,Neutral,Resolved,AGENT050,39,
INT0005700,CUST001209,2023-06-13 17:00:00,Social Media,Return Request,Neutral,Escalated,AGENT020,18,
INT0005701,CUST003651,2022-03-24 05:00:00,Phone Call,Inquiry,Neutral,Resolved,AGENT010,34,5.0
INT0005702,CUST004612,2024-05-18 18:00:00,Store Visit,Feedback,Positive,Pending,AGENT004,2,2.0
INT0005703,CUST002248,2023-09-09 17:00:00,Social Media,Complaint,Negative,Pending,AGENT027,9,2.0
INT0005704,CUST000152,2023-09-23 18:00:00,Store Visit,Support,Negative,Closed,AGENT015,6,
INT0005705,CUST004324,2023-03-25 02:00:00,Email,Inquiry,Positive,Pending,AGENT027,4,2.0
INT0005706,CUST004820,2024-07-01 02:00:00,Email,Feedback,Negative,Escalated,AGENT017,43,1.0
INT0005707,CUST001623,2023-07-29 13:00:00,Phone Call,Return Request,Positive,Escalated,AGENT016,13,5.0
INT0005708,CUST000487,2023-05-25 21:00:00,Phone Call,Complaint,Positive,Closed,AGENT042,25,4.0
INT0005709,CUST004870,2023-12-21 11:00:00,Chat,Support,Positive,Closed,AGENT017,21,2.0
INT0005710,CUST004344,2024-08-19 11:00:00,Chat,Feedback,Neutral,Pending,AGENT049,18,
INT0005711,CUST003553,2022-01-27 07:00:00,Phone Call,Complaint,Positive,Pending,AGENT009,14,4.0
INT0005712,CUST001291,2023-05-08 00:00:00,Store Visit,Support,Positive,Resolved,AGENT046,20,2.0
INT0005713,CUST004664,2023-07-19 18:00:00,Chat,Return Request,Positive,Resolved,AGENT043,8,
INT0005714,CUST000615,2022-02-24 08:00:00,Phone Call,Return Request,Negative,Resolved,AGENT006,35,3.0
INT0005715,CUST002506,2023-08-23 12:00:00,Store Visit,Support,Positive,Pending,AGENT048,41,
INT0005716,CUST003107,2022-09-17 22:00:00,Store Visit,Complaint,Positive,Closed,AGENT028,38,5.0
INT0005717,CUST001872,2024-06-05 03:00:00,Email,Return Request,Positive,Closed,AGENT040,3,3.0
INT0005718,CUST003573,2023-04-18 00:00:00,Social Media,Return Request,Positive,Closed,AGENT002,33,
INT0005719,CUST004055,2022-03-14 16:00:00,Chat,Inquiry,Negative,Escalated,AGENT001,10,2.0
INT0005720,CUST002789,2024-09-11 12:00:00,Chat,Feedback,Neutral,Pending,AGENT008,16,3.0
INT0005721,CUST000219,2023-05-31 21:00:00,Phone Call,Feedback,Positive,Closed,AGENT022,35,3.0
INT0005722,CUST001708,2022-03-05 04:00:00,Store Visit,Feedback,Positive,Escalated,AGENT017,29,5.0
INT0005723,CUST003956,2023-01-03 17:00:00,Social Media,Return Request,Neutral,Pending,AGENT010,38,
INT0005724,CUST000513,2022-07-07 02:00:00,Phone Call,Feedback,Positive,Resolved,AGENT050,36,5.0
INT0005725,CUST004145,2023-02-13 10:00:00,Email,Inquiry,Negative,Escalated,AGENT008,40,1.0
INT0005726,CUST001138,2022-06-15 21:00:00,Phone Call,Inquiry,Negative,Escalated,AGENT019,16,2.0
INT0005727,CUST004751,2022-09-23 01:00:00,Phone Call,Support,Positive,Escalated,AGENT030,41,5.0
INT0005728,CUST000003,2024-06-02 14:00:00,Email,Complaint,Negative,Resolved,AGENT016,21,1.0
INT0005729,CUST002552,2023-10-10 21:00:00,Phone Call,Complaint,Neutral,Resolved,AGENT013,23,5.0
INT0005730,CUST002877,2024-08-09 04:00:00,Store Visit,Complaint,Negative,Closed,AGENT021,44,2.0
INT0005731,CUST000072,2023-01-25 16:00:00,Store Visit,Complaint,Neutral,Resolved,AGENT007,22,4.0
INT0005732,CUST002872,2022-07-14 09:00:00,Email,Return Request,Neutral,Closed,AGENT014,11,3.0
INT0005733,CUST004637,2024-05-25 05:00:00,Email,Return Request,Positive,Escalated,AGENT033,24,3.0
INT0005734,CUST001618,2024-06-12 13:00:00,Social Media,Return Request,Negative,Escalated,AGENT037,22,3.0
INT0005735,CUST001954,2022-07-06 21:00:00,Social Media,Support,Neutral,Pending,AGENT013,16,
INT0005736,CUST001989,2024-06-27 05:00:00,Email,Feedback,Neutral,Pending,AGENT010,43,
INT0005737,CUST003361,2022-06-07 01:00:00,Chat,Support,Negative,Closed,AGENT038,42,5.0
INT0005738,CUST004392,2023-01-22 06:00:00,Phone Call,Complaint,Negative,Resolved,AGENT002,21,5.0
INT0005739,CUST000028,2022-08-02 22:00:00,Phone Call,Return Request,Neutral,Escalated,AGENT048,41,3.0
INT0005740,CUST001651,2022-04-20 05:00:00,Email,Feedback,Positive,Closed,AGENT039,40,3.0
INT0005741,CUST000646,2023-02-13 19:00:00,Email,Complaint,Neutral,Resolved,AGENT017,31,
INT0005742,CUST004652,2024-09-27 09:00:00,Phone Call,Return Request,Neutral,Pending,AGENT013,36,5.0
INT0005743,CUST003262,2022-03-07 12:00:00,Chat,Feedback,Neutral,Escalated,AGENT018,23,3.0
INT0005744,CUST001341,2023-06-10 23:00:00,Phone Call,Inquiry,Neutral,Closed,AGENT001,25,
INT0005745,CUST003112,2022-11-14 04:00:00,Email,Support,Negative,Pending,AGENT041,14,1.0
INT0005746,CUST000301,2023-10-21 03:00:00,Social Media,Return Request,Negative,Escalated,AGENT050,30,3.0
INT0005747,CUST000616,2022-05-30 17:00:00,Phone Call,Support,Positive,Closed,AGENT048,30,5.0
INT0005748,CUST002625,2022-09-20 06:00:00,Email,Feedback,Neutral,Escalated,AGENT025,18,4.0
INT0005749,CUST001894,2024-05-08 22:00:00,Chat,Return Request,Negative,Resolved,AGENT022,30,
INT0005750,CUST004545,2023-06-17 10:00:00,Store Visit,Return Request,Neutral,Resolved,AGENT046,40,5.0
INT0005751,CUST003935,2024-07-13 21:00:00,Email,Inquiry,Neutral,Closed,AGENT010,7,4.0
INT0005752,CUST000537,2023-06-25 12:00:00,Chat,Inquiry,Positive,Escalated,AGENT004,19,2.0
INT0005753,CUST000902,2023-02-21 14:00:00,Social Media,Inquiry,Negative,Closed,AGENT039,11,3.0
INT0005754,CUST001715,2024-07-30 15:00:00,Email,Support,Positive,Pending,AGENT020,3,
INT0005755,CUST002868,2024-07-22 07:00:00,Social Media,Return Request,Negative,Escalated,AGENT048,36,2.0
INT0005756,CUST004549,2022-11-11 05:00:00,Store Visit,Inquiry,Neutral,Escalated,AGENT023,41,
INT0005757,CUST003836,2023-08-28 02:00:00,Social Media,Support,Positive,Pending,AGENT013,4,2.0
INT0005758,CUST004257,2024-03-02 13:00:00,Chat,Return Request,Positive,Pending,AGENT023,14,1.0
INT0005759,CUST003536,2023-02-05 18:00:00,Store Visit,Support,Positive,Pending,AGENT024,15,4.0
INT0005760,CUST002762,2024-08-04 01:00:00,Chat,Inquiry,Positive,Escalated,AGENT022,44,4.0
INT0005761,CUST000619,2022-12-27 00:00:00,Store Visit,Return Request,Neutral,Closed,AGENT039,14,1.0
INT0005762,CUST003236,2023-04-27 02:00:00,Store Visit,Return Request,Neutral,Escalated,AGENT044,25,
INT0005763,CUST000862,2024-03-25 20:00:00,Social Media,Support,Positive,Closed,AGENT013,19,5.0
INT0005764,CUST003667,2022-02-01 18:00:00,Email,Feedback,Positive,Pending,AGENT006,6,4.0
INT0005765,CUST000182,2023-06-05 17:00:00,Social Media,Support,Positive,Pending,AGENT015,25,5.0
INT0005766,CUST000002,2023-11-05 07:00:00,Social Media,Inquiry,Positive,Escalated,AGENT040,37,
INT0005767,CUST003901,2023-06-21 02:00:00,Store Visit,Return Request,Negative,Resolved,AGENT050,10,5.0
INT0005768,CUST001939,2023-01-26 07:00:00,Phone Call,Complaint,Neutral,Closed,AGENT004,15,
INT0005769,CUST000250,2024-03-18 17:00:00,Chat,Complaint,Positive,Closed,AGENT019,17,1.0
INT0005770,CUST000626,2022-12-01 17:00:00,Social Media,Support,Negative,Escalated,AGENT029,20,
INT0005771,CUST001254,2024-05-10 08:00:00,Chat,Support,Neutral,Resolved,AGENT004,5,5.0
INT0005772,CUST004559,2022-06-16 22:00:00,Store Visit,Return Request,Negative,Pending,AGENT027,2,4.0
INT0005773,CUST002043,2023-02-25 01:00:00,Phone Call,Return Request,Neutral,Escalated,AGENT003,43,5.0
INT0005774,CUST000564,2023-06-04 11:00:00,Social Media,Return Request,Neutral,Closed,AGENT028,34,2.0
INT0005775,CUST001146,2023-12-13 18:00:00,Phone Call,Complaint,Negative,Pending,AGENT024,30,3.0
INT0005776,CUST003863,2022-07-30 15:00:00,Email,Complaint,Positive,Escalated,AGENT012,33,5.0
INT0005777,CUST003046,2023-03-25 21:00:00,Chat,Return Request,Neutral,Pending,AGENT020,18,2.0
INT0005778,CUST003399,2023-09-18 19:00:00,Phone Call,Complaint,Positive,Escalated,AGENT043,10,
INT0005779,CUST004167,2023-06-08 13:00:00,Social Media,Feedback,Negative,Closed,AGENT032,35,
INT0005780,CUST001469,2023-06-17 14:00:00,Store Visit,Inquiry,Positive,Escalated,AGENT044,25,
INT0005781,CUST001543,2023-10-13 14:00:00,Social Media,Complaint,Negative,Resolved,AGENT036,44,2.0
INT0005782,CUST000313,2022-11-20 21:00:00,Social Media,Return Request,Positive,Pending,AGENT032,22,5.0
INT0005783,CUST000380,2023-12-28 08:00:00,Email,Feedback,Positive,Escalated,AGENT021,5,
INT0005784,CUST002081,2023-01-29 15:00:00,Social Media,Feedback,Neutral,Pending,AGENT021,35,5.0
INT0005785,CUST001690,2024-03-05 18:00:00,Store Visit,Complaint,Negative,Resolved,AGENT047,38,2.0
INT0005786,CUST004114,2022-02-17 00:00:00,Email,Feedback,Positive,Closed,AGENT050,30,
INT0005787,CUST002201,2024-05-10 03:00:00,Email,Inquiry,Positive,Escalated,AGENT022,18,
INT0005788,CUST004348,2022-08-07 08:00:00,Store Visit,Inquiry,Negative,Escalated,AGENT042,36,3.0
INT0005789,CUST003814,2024-01-15 02:00:00,Chat,Complaint,Negative,Closed,AGENT033,3,3.0
INT0005790,CUST002252,2022-02-06 05:00:00,Phone Call,Return Request,Positive,Resolved,AGENT007,39,1.0
INT0005791,CUST003116,2024-02-25 05:00:00,Phone Call,Complaint,Neutral,Resolved,AGENT043,42,1.0
INT0005792,CUST004393,2022-01-13 23:00:00,Chat,Inquiry,Negative,Escalated,AGENT011,3,4.0
INT0005793,CUST004321,2023-07-20 10:00:00,Phone Call,Inquiry,Positive,Closed,AGENT036,41,3.0
INT0005794,CUST003713,2023-10-14 02:00:00,Phone Call,Support,Neutral,Pending,AGENT036,18,5.0
INT0005795,CUST001246,2024-09-03 15:00:00,Chat,Support,Neutral,Pending,AGENT050,24,3.0
INT0005796,CUST004126,2022-10-30 01:00:00,Chat,Feedback,Negative,Pending,AGENT034,16,3.0
INT0005797,CUST003300,2022-12-04 19:00:00,Social Media,Return Request,Neutral,Resolved,AGENT043,44,3.0
INT0005798,CUST004224,2023-12-17 10:00:00,Phone Call,Support,Positive,Resolved,AGENT011,27,
INT0005799,CUST001678,2022-08-23 19:00:00,Phone Call,Return Request,Neutral,Closed,AGENT029,44,1.0
INT0005800,CUST002101,2023-03-16 04:00:00,Social Media,Support,Neutral,Escalated,AGENT009,14,3.0
INT0005801,CUST004203,2023-02-20 10:00:00,Email,Return Request,Neutral,Resolved,AGENT018,17,2.0
INT0005802,CUST001838,2024-04-29 11:00:00,Store Visit,Feedback,Neutral,Escalated,AGENT017,7,2.0
INT0005803,CUST003152,2022-09-27 23:00:00,Store Visit,Inquiry,Neutral,Escalated,AGENT019,39,4.0
INT0005804,CUST002226,2024-09-19 01:00:00,Chat,Complaint,Positive,Resolved,AGENT014,34,2.0
INT0005805,CUST001341,2023-01-24 10:00:00,Chat,Support,Negative,Pending,AGENT011,44,2.0
INT0005806,CUST000190,2022-12-17 10:00:00,Email,Return Request,Neutral,Escalated,AGENT031,8,
INT0005807,CUST001559,2022-04-01 18:00:00,Chat,Complaint,Neutral,Escalated,AGENT005,37,
INT0005808,CUST000048,2023-10-01 09:00:00,Email,Complaint,Positive,Closed,AGENT009,11,
INT0005809,CUST004756,2022-09-19 15:00:00,Social Media,Inquiry,Negative,Pending,AGENT047,44,1.0
INT0005810,CUST002554,2024-07-14 19:00:00,Social Media,Complaint,Negative,Closed,AGENT014,44,3.0
INT0005811,CUST002885,2023-03-11 22:00:00,Social Media,Support,Positive,Escalated,AGENT046,19,2.0
INT0005812,CUST003174,2022-11-09 09:00:00,Phone Call,Support,Positive,Resolved,AGENT002,37,
INT0005813,CUST001044,2022-02-26 11:00:00,Social Media,Feedback,Neutral,Closed,AGENT018,11,3.0
INT0005814,CUST000839,2023-06-30 17:00:00,Email,Return Request,Neutral,Closed,AGENT028,32,5.0
INT0005815,CUST001617,2024-03-15 12:00:00,Store Visit,Support,Positive,Resolved,AGENT035,22,
INT0005816,CUST002674,2024-01-29 06:00:00,Store Visit,Complaint,Positive,Resolved,AGENT019,22,1.0
INT0005817,CUST003299,2023-12-15 00:00:00,Store Visit,Feedback,Positive,Pending,AGENT008,26,4.0
INT0005818,CUST004350,2022-05-17 19:00:00,Social Media,Feedback,Positive,Escalated,AGENT024,31,2.0
INT0005819,CUST000156,2024-07-24 17:00:00,Social Media,Complaint,Positive,Closed,AGENT036,21,5.0
INT0005820,CUST004210,2022-10-05 20:00:00,Chat,Support,Neutral,Pending,AGENT050,23,1.0
INT0005821,CUST004236,2023-01-15 08:00:00,Social Media,Feedback,Positive,Closed,AGENT004,10,5.0
INT0005822,CUST000813,2023-03-16 14:00:00,Chat,Support,Positive,Pending,AGENT042,2,1.0
INT0005823,CUST004326,2022-10-17 19:00:00,Store Visit,Return Request,Negative,Escalated,AGENT036,8,4.0
INT0005824,CUST004624,2024-01-25 06:00:00,Social Media,Return Request,Negative,Pending,AGENT046,6,4.0
INT0005825,CUST001509,2024-02-05 23:00:00,Social Media,Complaint,Neutral,Escalated,AGENT028,11,
INT0005826,CUST004956,2024-03-03 05:00:00,Phone Call,Support,Negative,Escalated,AGENT014,34,5.0
INT0005827,CUST001004,2024-04-24 10:00:00,Chat,Inquiry,Negative,Closed,AGENT033,26,1.0
INT0005828,CUST000723,2023-04-10 15:00:00,Store Visit,Complaint,Neutral,Escalated,AGENT009,23,2.0
INT0005829,CUST002334,2024-07-29 12:00:00,Chat,Feedback,Neutral,Pending,AGENT032,15,3.0
INT0005830,CUST001554,2023-07-03 03:00:00,Phone Call,Inquiry,Negative,Escalated,AGENT018,7,4.0
INT0005831,CUST004511,2024-08-28 16:00:00,Phone Call,Return Request,Positive,Resolved,AGENT001,4,
INT0005832,CUST001014,2024-08-17 13:00:00,Chat,Feedback,Positive,Closed,AGENT046,36,2.0
INT0005833,CUST000400,2022-02-08 06:00:00,Phone Call,Return Request,Negative,Pending,AGENT044,36,2.0
INT0005834,CUST001100,2022-07-15 04:00:00,Chat,Inquiry,Positive,Closed,AGENT037,41,
INT0005835,CUST001365,2022-09-14 18:00:00,Social Media,Complaint,Negative,Pending,AGENT005,41,3.0
INT0005836,CUST001458,2024-01-29 09:00:00,Store Visit,Feedback,Positive,Closed,AGENT029,25,5.0
INT0005837,CUST003856,2022-02-08 20:00:00,Store Visit,Support,Positive,Escalated,AGENT005,39,
INT0005838,CUST003913,2023-12-25 10:00:00,Email,Feedback,Neutral,Resolved,AGENT035,2,3.0
INT0005839,CUST004728,2022-09-04 01:00:00,Phone Call,Complaint,Neutral,Closed,AGENT050,6,2.0
INT0005840,CUST003265,2024-05-11 15:00:00,Email,Support,Neutral,Resolved,AGENT012,23,2.0
INT0005841,CUST001474,2024-04-16 14:00:00,Phone Call,Feedback,Negative,Closed,AGENT041,24,4.0
